p,media,start,end,locator,person,person_uri,duration,frame
http://data.memad.eu/fr2/7h00-le-journal/c1dd48be4e8b90e913e0c1cd3870d2bf12cb7ee7,http://data.memad.eu/fr2/7h00-le-journal/11c0beb19cddc328195dc91f781280d013756b6b,392.0,446.0,https://platform.limecraft.com/api/production/2336/mo/809706/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,54.0,./frames/memad_gt/7h00-le-journal_11c0beb19cddc328195dc91f781280d013756b6b_405.jpg
http://data.memad.eu/fr2/7h00-le-journal/c8f10c20004c0d4b73a6394f882fcdee2d68b396,http://data.memad.eu/fr2/7h00-le-journal/11c0beb19cddc328195dc91f781280d013756b6b,261.0,315.0,https://platform.limecraft.com/api/production/2336/mo/809706/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,54.0,./frames/memad_gt/7h00-le-journal_11c0beb19cddc328195dc91f781280d013756b6b_274.jpg
http://data.memad.eu/fr2/7h00-le-journal/da094148f9ef4aa8ccc990d025353e39f6b1faec,http://data.memad.eu/fr2/7h00-le-journal/11c0beb19cddc328195dc91f781280d013756b6b,609.0,629.0,https://platform.limecraft.com/api/production/2336/mo/809706/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,20.0,./frames/memad_gt/7h00-le-journal_11c0beb19cddc328195dc91f781280d013756b6b_614.jpg
http://data.memad.eu/fr2/7h00-le-journal/ddbfce4a7b13dd66d52f43b7bd3deefcc0ae6c9b,http://data.memad.eu/fr2/7h00-le-journal/11c0beb19cddc328195dc91f781280d013756b6b,360.0,378.0,https://platform.limecraft.com/api/production/2336/mo/809706/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,18.0,./frames/memad_gt/7h00-le-journal_11c0beb19cddc328195dc91f781280d013756b6b_364.jpg
http://data.memad.eu/fr2/7h00-le-journal/0e94357038b2eee78cae8d1b58b489330255d33f,http://data.memad.eu/fr2/7h00-le-journal/7ccdab74880f25fc479f72844c94796528201082,223.0,304.0,https://platform.limecraft.com/api/production/2336/mo/809995/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,81.0,./frames/memad_gt/7h00-le-journal_7ccdab74880f25fc479f72844c94796528201082_243.jpg
http://data.memad.eu/fr2/7h00-le-journal/2756ef96f42bfdf17a2a520509b3b331738bc95b,http://data.memad.eu/fr2/7h00-le-journal/7ccdab74880f25fc479f72844c94796528201082,319.0,377.0,https://platform.limecraft.com/api/production/2336/mo/809995/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,58.0,./frames/memad_gt/7h00-le-journal_7ccdab74880f25fc479f72844c94796528201082_333.jpg
http://data.memad.eu/fr2/7h00-le-journal/281746dd802ed78623391b3668dca5569487e287,http://data.memad.eu/fr2/7h00-le-journal/7ccdab74880f25fc479f72844c94796528201082,126.0,175.0,https://platform.limecraft.com/api/production/2336/mo/809995/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,49.0,./frames/memad_gt/7h00-le-journal_7ccdab74880f25fc479f72844c94796528201082_162.jpg
http://data.memad.eu/fr2/7h00-le-journal/9da546bcb0dd0fff79abd435155f8cb2c7766c6b,http://data.memad.eu/fr2/7h00-le-journal/7ccdab74880f25fc479f72844c94796528201082,377.0,385.0,https://platform.limecraft.com/api/production/2336/mo/809995/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,8.0,./frames/memad_gt/7h00-le-journal_7ccdab74880f25fc479f72844c94796528201082_379.jpg
http://data.memad.eu/fr2/7h00-le-journal/e5d648f35cd207dda2066249d4f070308dd364ba,http://data.memad.eu/fr2/7h00-le-journal/11c0beb19cddc328195dc91f781280d013756b6b,552.0,609.0,https://platform.limecraft.com/api/production/2336/mo/809706/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,57.0,./frames/memad_gt/7h00-le-journal_11c0beb19cddc328195dc91f781280d013756b6b_566.jpg
http://data.memad.eu/fr2/7h00-le-journal/fad086ebf6d2c257c97434ff1924f072688bfe7f,http://data.memad.eu/fr2/7h00-le-journal/7ccdab74880f25fc479f72844c94796528201082,175.0,210.0,https://platform.limecraft.com/api/production/2336/mo/809995/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,35.0,./frames/memad_gt/7h00-le-journal_7ccdab74880f25fc479f72844c94796528201082_183.jpg
http://data.memad.eu/fr2/7h00-le-journal/09053cd990a662c14ebb18a960989c3bcdc4e93a,http://data.memad.eu/fr2/7h00-le-journal/a1233cfd569f0b8ea133b232973d330f8daf2a74,324.0,340.0,https://platform.limecraft.com/api/production/2336/mo/808269/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,16.0,./frames/memad_gt/7h00-le-journal_a1233cfd569f0b8ea133b232973d330f8daf2a74_328.jpg
http://data.memad.eu/fr2/7h00-le-journal/0ce878e69ce183d3e651b899673d03ba982ce356,http://data.memad.eu/fr2/7h00-le-journal/a1233cfd569f0b8ea133b232973d330f8daf2a74,291.0,306.0,https://platform.limecraft.com/api/production/2336/mo/808269/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,15.0,./frames/memad_gt/7h00-le-journal_a1233cfd569f0b8ea133b232973d330f8daf2a74_294.jpg
http://data.memad.eu/fr2/7h00-le-journal/1026318566bc86c826473c180d96bb03319d2b94,http://data.memad.eu/fr2/7h00-le-journal/e3249f5514898a31d7c23b8b114af1c13f9caf97,459.0,519.0,https://platform.limecraft.com/api/production/2336/mo/809425/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,60.0,./frames/memad_gt/7h00-le-journal_e3249f5514898a31d7c23b8b114af1c13f9caf97_474.jpg
http://data.memad.eu/fr2/7h00-le-journal/1734396b37f2995090a138b112d64e007375cc27,http://data.memad.eu/fr2/7h00-le-journal/e3249f5514898a31d7c23b8b114af1c13f9caf97,304.0,311.0,https://platform.limecraft.com/api/production/2336/mo/809425/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,7.0,./frames/memad_gt/7h00-le-journal_e3249f5514898a31d7c23b8b114af1c13f9caf97_305.jpg
http://data.memad.eu/fr2/7h00-le-journal/239dcdb21d7939de6563f6da4d142ea4c6637cfe,http://data.memad.eu/fr2/7h00-le-journal/e3249f5514898a31d7c23b8b114af1c13f9caf97,364.0,376.0,https://platform.limecraft.com/api/production/2336/mo/809425/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,12.0,./frames/memad_gt/7h00-le-journal_e3249f5514898a31d7c23b8b114af1c13f9caf97_367.jpg
http://data.memad.eu/fr2/7h00-le-journal/2941d3d2b8f530d25b51ea351cdce3d8619bc4b4,http://data.memad.eu/fr2/7h00-le-journal/a1233cfd569f0b8ea133b232973d330f8daf2a74,436.0,514.0,https://platform.limecraft.com/api/production/2336/mo/808269/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,78.0,./frames/memad_gt/7h00-le-journal_a1233cfd569f0b8ea133b232973d330f8daf2a74_455.jpg
http://data.memad.eu/fr2/7h00-le-journal/3ec1ab5e149c24deea005c2dbfedb84846226202,http://data.memad.eu/fr2/7h00-le-journal/a1233cfd569f0b8ea133b232973d330f8daf2a74,407.0,427.0,https://platform.limecraft.com/api/production/2336/mo/808269/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,20.0,./frames/memad_gt/7h00-le-journal_a1233cfd569f0b8ea133b232973d330f8daf2a74_412.jpg
http://data.memad.eu/fr2/7h00-le-journal/99fdecd8a2adcb2bbfb2adbaf9910a8a0faf9f1c,http://data.memad.eu/fr2/7h00-le-journal/a1233cfd569f0b8ea133b232973d330f8daf2a74,566.0,572.0,https://platform.limecraft.com/api/production/2336/mo/808269/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,6.0,./frames/memad_gt/7h00-le-journal_a1233cfd569f0b8ea133b232973d330f8daf2a74_567.jpg
http://data.memad.eu/fr2/7h00-le-journal/9acebecdcb9a6d613127ae8bf9099e47b982f908,http://data.memad.eu/fr2/7h00-le-journal/a1233cfd569f0b8ea133b232973d330f8daf2a74,526.0,566.0,https://platform.limecraft.com/api/production/2336/mo/808269/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,40.0,./frames/memad_gt/7h00-le-journal_a1233cfd569f0b8ea133b232973d330f8daf2a74_536.jpg
http://data.memad.eu/fr2/7h00-le-journal/9d0d58c90b583002226183fb9801e592593a928b,http://data.memad.eu/fr2/7h00-le-journal/a1233cfd569f0b8ea133b232973d330f8daf2a74,121.0,155.0,https://platform.limecraft.com/api/production/2336/mo/808269/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,34.0,./frames/memad_gt/7h00-le-journal_a1233cfd569f0b8ea133b232973d330f8daf2a74_145.jpg
http://data.memad.eu/fr2/7h00-le-journal/a27764f4b2bb9f1dbef613e48b7b015a1e764b3c,http://data.memad.eu/fr2/7h00-le-journal/a1233cfd569f0b8ea133b232973d330f8daf2a74,167.0,234.0,https://platform.limecraft.com/api/production/2336/mo/808269/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,67.0,./frames/memad_gt/7h00-le-journal_a1233cfd569f0b8ea133b232973d330f8daf2a74_183.jpg
http://data.memad.eu/fr2/7h00-le-journal/b490c247b84c9ed78d79cd685806f9b6a9ddc66a,http://data.memad.eu/fr2/7h00-le-journal/a1233cfd569f0b8ea133b232973d330f8daf2a74,272.0,275.0,https://platform.limecraft.com/api/production/2336/mo/808269/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,3.0,./frames/memad_gt/7h00-le-journal_a1233cfd569f0b8ea133b232973d330f8daf2a74_272.jpg
http://data.memad.eu/fr2/7h00-le-journal/f5a7782ac3af5e7bb4f92acc755ec532e0735e75,http://data.memad.eu/fr2/7h00-le-journal/a1233cfd569f0b8ea133b232973d330f8daf2a74,234.0,272.0,https://platform.limecraft.com/api/production/2336/mo/808269/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,38.0,./frames/memad_gt/7h00-le-journal_a1233cfd569f0b8ea133b232973d330f8daf2a74_243.jpg
http://data.memad.eu/fr2/7h00-le-journal/fb9cd99182887aee143940765509a9c21bbcacf3,http://data.memad.eu/fr2/7h00-le-journal/a1233cfd569f0b8ea133b232973d330f8daf2a74,347.0,407.0,https://platform.limecraft.com/api/production/2336/mo/808269/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,60.0,./frames/memad_gt/7h00-le-journal_a1233cfd569f0b8ea133b232973d330f8daf2a74_362.jpg
http://data.memad.eu/fr2/7h00-le-journal/12c54e916d869383a2ae494ad9d87aabc342f2f3,http://data.memad.eu/fr2/7h00-le-journal/fe90979128669dd71eb998894eaab781fc0f4a3d,555.0,572.0,https://platform.limecraft.com/api/production/2336/mo/808339/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,17.0,./frames/memad_gt/7h00-le-journal_fe90979128669dd71eb998894eaab781fc0f4a3d_559.jpg
http://data.memad.eu/fr2/7h00-le-journal/2d7d7a56d646f69f105dd89d3f75891582b4ea76,http://data.memad.eu/fr2/7h00-le-journal/fe90979128669dd71eb998894eaab781fc0f4a3d,589.0,641.0,https://platform.limecraft.com/api/production/2336/mo/808339/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,52.0,./frames/memad_gt/7h00-le-journal_fe90979128669dd71eb998894eaab781fc0f4a3d_602.jpg
http://data.memad.eu/fr2/7h00-le-journal/4320bf1ae341ed32f933a11ae6be9076e0d3ed0c,http://data.memad.eu/fr2/7h00-le-journal/e3249f5514898a31d7c23b8b114af1c13f9caf97,392.0,444.0,https://platform.limecraft.com/api/production/2336/mo/809425/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,52.0,./frames/memad_gt/7h00-le-journal_e3249f5514898a31d7c23b8b114af1c13f9caf97_405.jpg
http://data.memad.eu/fr2/7h00-le-journal/58fb2156d600479af85a0a311640e0631a764d88,http://data.memad.eu/fr2/7h00-le-journal/e3249f5514898a31d7c23b8b114af1c13f9caf97,103.0,126.0,https://platform.limecraft.com/api/production/2336/mo/809425/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,23.0,./frames/memad_gt/7h00-le-journal_e3249f5514898a31d7c23b8b114af1c13f9caf97_108.jpg
http://data.memad.eu/fr2/7h00-le-journal/6cf49b038ca21b2183877bfc5e68957e158d5076,http://data.memad.eu/fr2/7h00-le-journal/e3249f5514898a31d7c23b8b114af1c13f9caf97,311.0,364.0,https://platform.limecraft.com/api/production/2336/mo/809425/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,53.0,./frames/memad_gt/7h00-le-journal_e3249f5514898a31d7c23b8b114af1c13f9caf97_324.jpg
http://data.memad.eu/fr2/7h00-le-journal/86d2e9da3bdc5dceb77f0fa8730f53cd753f7a7e,http://data.memad.eu/fr2/7h00-le-journal/e3249f5514898a31d7c23b8b114af1c13f9caf97,247.0,304.0,https://platform.limecraft.com/api/production/2336/mo/809425/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,57.0,./frames/memad_gt/7h00-le-journal_e3249f5514898a31d7c23b8b114af1c13f9caf97_261.jpg
http://data.memad.eu/fr2/7h00-le-journal/9d94725e74ad1566ca8a7d045d4350add9fecd22,http://data.memad.eu/fr2/7h00-le-journal/e3249f5514898a31d7c23b8b114af1c13f9caf97,614.0,665.0,https://platform.limecraft.com/api/production/2336/mo/809425/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,51.0,./frames/memad_gt/7h00-le-journal_e3249f5514898a31d7c23b8b114af1c13f9caf97_626.jpg
http://data.memad.eu/fr2/7h00-le-journal/a3ce1599743de051b292d13b2fb4f53a425b830a,http://data.memad.eu/fr2/7h00-le-journal/e3249f5514898a31d7c23b8b114af1c13f9caf97,588.0,601.0,https://platform.limecraft.com/api/production/2336/mo/809425/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,13.0,./frames/memad_gt/7h00-le-journal_e3249f5514898a31d7c23b8b114af1c13f9caf97_591.jpg
http://data.memad.eu/fr2/7h00-le-journal/b540ef36f7517d31cf47c244c737d0411a54cde3,http://data.memad.eu/fr2/7h00-le-journal/e3249f5514898a31d7c23b8b114af1c13f9caf97,665.0,667.0,https://platform.limecraft.com/api/production/2336/mo/809425/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,2.0,./frames/memad_gt/7h00-le-journal_e3249f5514898a31d7c23b8b114af1c13f9caf97_665.jpg
http://data.memad.eu/fr2/7h00-le-journal/b5734da54278e0c8224979bd31a758d01d242c09,http://data.memad.eu/fr2/7h00-le-journal/e3249f5514898a31d7c23b8b114af1c13f9caf97,537.0,588.0,https://platform.limecraft.com/api/production/2336/mo/809425/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,51.0,./frames/memad_gt/7h00-le-journal_e3249f5514898a31d7c23b8b114af1c13f9caf97_549.jpg
http://data.memad.eu/fr2/7h00-le-journal/d09cadc8412b7f1e488bf238770dd015fe85d229,http://data.memad.eu/fr2/7h00-le-journal/e3249f5514898a31d7c23b8b114af1c13f9caf97,204.0,222.0,https://platform.limecraft.com/api/production/2336/mo/809425/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,18.0,./frames/memad_gt/7h00-le-journal_e3249f5514898a31d7c23b8b114af1c13f9caf97_208.jpg
http://data.memad.eu/fr2/7h30-le-journal/ee79a9f8812d8850bca7d586e9d2c5781abdf78b,http://data.memad.eu/fr2/7h30-le-journal/25fd92c66a396d360a06f614dc0784623bc3acea,431.0,480.0,https://platform.limecraft.com/api/production/2336/mo/808341/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,49.0,./frames/memad_gt/7h30-le-journal_25fd92c66a396d360a06f614dc0784623bc3acea_443.jpg
http://data.memad.eu/fr2/8h00-le-journal/07259ae0d344a58a140ec20b10e6c41431ea5981,http://data.memad.eu/fr2/8h00-le-journal/8552c7141c5aa671de62ad37ce82e2e8c06006aa,5457.0,5518.0,https://platform.limecraft.com/api/production/2336/mo/808996/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,61.0,./frames/memad_gt/8h00-le-journal_8552c7141c5aa671de62ad37ce82e2e8c06006aa_5472.jpg
http://data.memad.eu/fr2/8h00-le-journal/1be89fed7322532767bdec4f044a4a3dcbe71159,http://data.memad.eu/fr2/8h00-le-journal/8552c7141c5aa671de62ad37ce82e2e8c06006aa,5852.0,5911.0,https://platform.limecraft.com/api/production/2336/mo/808996/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,59.0,./frames/memad_gt/8h00-le-journal_8552c7141c5aa671de62ad37ce82e2e8c06006aa_5866.jpg
http://data.memad.eu/fr2/8h00-le-journal/4077cc51ebdc03edc04999b855dce383eb7dc83c,http://data.memad.eu/fr2/8h00-le-journal/8552c7141c5aa671de62ad37ce82e2e8c06006aa,5935.0,5957.0,https://platform.limecraft.com/api/production/2336/mo/808996/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,22.0,./frames/memad_gt/8h00-le-journal_8552c7141c5aa671de62ad37ce82e2e8c06006aa_5940.jpg
http://data.memad.eu/fr2/8h00-le-journal/477bacaf482f030360775d77666ec8302f2ebee6,http://data.memad.eu/fr2/8h00-le-journal/8552c7141c5aa671de62ad37ce82e2e8c06006aa,5548.0,5609.0,https://platform.limecraft.com/api/production/2336/mo/808996/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,61.0,./frames/memad_gt/8h00-le-journal_8552c7141c5aa671de62ad37ce82e2e8c06006aa_5563.jpg
http://data.memad.eu/fr2/8h00-le-journal/52f9f11872643acd488bb33e1e331588f90d0bb5,http://data.memad.eu/fr2/8h00-le-journal/8552c7141c5aa671de62ad37ce82e2e8c06006aa,5911.0,5935.0,https://platform.limecraft.com/api/production/2336/mo/808996/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,24.0,./frames/memad_gt/8h00-le-journal_8552c7141c5aa671de62ad37ce82e2e8c06006aa_5917.jpg
http://data.memad.eu/fr2/8h00-le-journal/5e8db6bfe7ab4695d6559e0f1596323682c47259,http://data.memad.eu/fr2/8h00-le-journal/8552c7141c5aa671de62ad37ce82e2e8c06006aa,5957.0,5958.0,https://platform.limecraft.com/api/production/2336/mo/808996/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,1.0,./frames/memad_gt/8h00-le-journal_8552c7141c5aa671de62ad37ce82e2e8c06006aa_5957.jpg
http://data.memad.eu/fr2/8h00-le-journal/667837110301e767a9875a1bb6a8d33ac11f221d,http://data.memad.eu/fr2/8h00-le-journal/8552c7141c5aa671de62ad37ce82e2e8c06006aa,5730.0,5791.0,https://platform.limecraft.com/api/production/2336/mo/808996/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,61.0,./frames/memad_gt/8h00-le-journal_8552c7141c5aa671de62ad37ce82e2e8c06006aa_5745.jpg
http://data.memad.eu/fr2/8h00-le-journal/6970b5bd2158a93987bb8eee69d08420fccdf6f5,http://data.memad.eu/fr2/8h00-le-journal/92c68cd73e858dea2f7fb32ab94dc6b6d3dd0fbf,517.0,535.0,https://platform.limecraft.com/api/production/2336/mo/810000/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,18.0,./frames/memad_gt/8h00-le-journal_92c68cd73e858dea2f7fb32ab94dc6b6d3dd0fbf_521.jpg
http://data.memad.eu/fr2/8h00-le-journal/725bd7172f93acff7d44eee0b0e886182bbbacc5,http://data.memad.eu/fr2/8h00-le-journal/92c68cd73e858dea2f7fb32ab94dc6b6d3dd0fbf,238.0,311.0,https://platform.limecraft.com/api/production/2336/mo/810000/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,73.0,./frames/memad_gt/8h00-le-journal_92c68cd73e858dea2f7fb32ab94dc6b6d3dd0fbf_256.jpg
http://data.memad.eu/fr2/7h00-le-journal/4060abdbf39238e45198cfe001241d25488b0ff7,http://data.memad.eu/fr2/7h00-le-journal/fe90979128669dd71eb998894eaab781fc0f4a3d,492.0,555.0,https://platform.limecraft.com/api/production/2336/mo/808339/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,63.0,./frames/memad_gt/7h00-le-journal_fe90979128669dd71eb998894eaab781fc0f4a3d_507.jpg
http://data.memad.eu/fr2/7h00-le-journal/57d46ffe138e8984485c32ab0d07ace58516924c,http://data.memad.eu/fr2/7h00-le-journal/fe90979128669dd71eb998894eaab781fc0f4a3d,326.0,390.0,https://platform.limecraft.com/api/production/2336/mo/808339/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,64.0,./frames/memad_gt/7h00-le-journal_fe90979128669dd71eb998894eaab781fc0f4a3d_342.jpg
http://data.memad.eu/fr2/7h00-le-journal/661fb2323dc6431d5192cb92c67f1ac8afeefa77,http://data.memad.eu/fr2/7h00-le-journal/fe90979128669dd71eb998894eaab781fc0f4a3d,641.0,667.0,https://platform.limecraft.com/api/production/2336/mo/808339/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,26.0,./frames/memad_gt/7h00-le-journal_fe90979128669dd71eb998894eaab781fc0f4a3d_647.jpg
http://data.memad.eu/fr2/7h00-le-journal/7a4104e41bac6ebd6e396fb581f153aa9a75240b,http://data.memad.eu/fr2/7h00-le-journal/fe90979128669dd71eb998894eaab781fc0f4a3d,202.0,223.0,https://platform.limecraft.com/api/production/2336/mo/808339/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,21.0,./frames/memad_gt/7h00-le-journal_fe90979128669dd71eb998894eaab781fc0f4a3d_207.jpg
http://data.memad.eu/fr2/7h00-le-journal/7f3f9cbce0bdde7a0c876a2ca8c100a0083eb796,http://data.memad.eu/fr2/7h00-le-journal/fe90979128669dd71eb998894eaab781fc0f4a3d,699.0,752.0,https://platform.limecraft.com/api/production/2336/mo/808339/moa,"Rincquesen, Nathanaël de",http://data.memad.eu/agent/rincquesen-nathanael-de,53.0,./frames/memad_gt/7h00-le-journal_fe90979128669dd71eb998894eaab781fc0f4a3d_712.jpg
