media,locator,p,start,end,person
http://data.memad.eu/fr2/7h00-le-journal/e3249f5514898a31d7c23b8b114af1c13f9caf97,https://platform.limecraft.com/api/production/2336/mo/809425/moa,http://data.memad.eu/fr2/7h00-le-journal/86d2e9da3bdc5dceb77f0fa8730f53cd753f7a7e,247.0,304.0,0
http://data.memad.eu/fr2/13-heures/f0c2067e0351dd639fcdf0843e4fedf1886be320,https://platform.limecraft.com/api/production/2336/mo/810015/moa,http://data.memad.eu/fr2/13-heures/89365cf18981214b42358538d5d4f224b7454894,471.0,549.0,0
http://data.memad.eu/fr2/8h00-le-journal/92c68cd73e858dea2f7fb32ab94dc6b6d3dd0fbf,https://platform.limecraft.com/api/production/2336/mo/810000/moa,http://data.memad.eu/fr2/8h00-le-journal/b78d2cf7d47a429a656ed2501e0540d4f837e0f9,55.0,130.0,0
http://data.memad.eu/fr2/13-heures/3ac1dfecf3092bedab3ef74252ceb05f572d2269,https://platform.limecraft.com/api/production/2336/mo/809788/moa,http://data.memad.eu/fr2/13-heures/64d3246a67e289e16d608b60c24e1649a8ff4b8c,249.0,301.0,0
http://data.memad.eu/fr2/7h00-le-journal/7ccdab74880f25fc479f72844c94796528201082,https://platform.limecraft.com/api/production/2336/mo/809995/moa,http://data.memad.eu/fr2/7h00-le-journal/281746dd802ed78623391b3668dca5569487e287,126.0,175.0,0
http://data.memad.eu/fr2/13-heures/2c506ee4e8d954c1d42961856229ad367d3d29f7,https://platform.limecraft.com/api/production/2336/mo/809947/moa,http://data.memad.eu/fr2/13-heures/65cacf097d7b2202b613419b8b7fdb3cdf1938e3,1357.0,1429.0,0
http://data.memad.eu/fr2/13-heures/3ac1dfecf3092bedab3ef74252ceb05f572d2269,https://platform.limecraft.com/api/production/2336/mo/809788/moa,http://data.memad.eu/fr2/13-heures/961cda246c10a2564d9bf280fc0e2841c7fce109,537.0,587.0,0
http://data.memad.eu/fr2/7h00-le-journal/fe90979128669dd71eb998894eaab781fc0f4a3d,https://platform.limecraft.com/api/production/2336/mo/808339/moa,http://data.memad.eu/fr2/7h00-le-journal/7f3f9cbce0bdde7a0c876a2ca8c100a0083eb796,699.0,752.0,0
http://data.memad.eu/fr2/7h30-le-journal/95864235796447d859f463156c86d696f3f49f88,https://platform.limecraft.com/api/production/2336/mo/809429/moa,http://data.memad.eu/fr2/7h30-le-journal/8823045bb8b5593e01a84f7fdb593003491a09cb,232.0,252.0,0
http://data.memad.eu/fr2/13-heures/f0c2067e0351dd639fcdf0843e4fedf1886be320,https://platform.limecraft.com/api/production/2336/mo/810015/moa,http://data.memad.eu/fr2/13-heures/8311ffe93154950e83b7d2bd367d01a193e5af1b,925.0,968.0,0
http://data.memad.eu/fr2/13-heures/ba98967dff964c47c89ba23d187dd241aaa28b55,https://platform.limecraft.com/api/production/2336/mo/808289/moa,http://data.memad.eu/fr2/13-heures/1a07f3387de2af9ac1b2db41c002229c573f83fe,935.0,1020.0,0
http://data.memad.eu/fr2/8h00-le-journal/b54ae9893a5a4888dcf1a58a0359a35fde21ffd3,https://platform.limecraft.com/api/production/2336/mo/809432/moa,http://data.memad.eu/fr2/8h00-le-journal/eb0485b7bc0a6a625165edfefcbcc7b47f245d47,330.0,343.0,0
http://data.memad.eu/fr2/7h30-le-journal/f1454869acdd75e771bd6dc8957927e579cf82ca,https://platform.limecraft.com/api/production/2336/mo/808271/moa,http://data.memad.eu/fr2/7h30-le-journal/fb570a71ee3c6e5664b1635d8beeaa49c4b4f81f,301.0,350.0,0
http://data.memad.eu/fr2/7h00-le-journal/11c0beb19cddc328195dc91f781280d013756b6b,https://platform.limecraft.com/api/production/2336/mo/809706/moa,http://data.memad.eu/fr2/7h00-le-journal/43b30b9d4af871a407ec1f34f5aea7c97ff74bb8,188.0,209.0,0
http://data.memad.eu/fr2/7h30-le-journal/4feee74ab78ec77d9d84fc2d831bfcdeb816c67c,https://platform.limecraft.com/api/production/2336/mo/809709/moa,http://data.memad.eu/fr2/7h30-le-journal/2f42939a520a8b18f748d6f8ecd41a4643db41ed,224.0,242.0,0
http://data.memad.eu/fr2/20-heures/68bd349849eaaeaa3986725f4b0533b63327e23b,https://platform.limecraft.com/api/production/2336/mo/809798/moa,http://data.memad.eu/fr2/20-heures/dc57ea1d8b9f6f241a54c80700f35746ce0a4b5a,1257.0,1273.0,0
http://data.memad.eu/fr2/13-heures/3ac1dfecf3092bedab3ef74252ceb05f572d2269,https://platform.limecraft.com/api/production/2336/mo/809788/moa,http://data.memad.eu/fr2/13-heures/7add99dde28509c7fc82080a80cadaa2c2f2d4aa,763.0,776.0,0
http://data.memad.eu/fr2/8h00-le-journal/9d002c31a1cb79b1fb75778eed9f20e9a3d562e8,https://platform.limecraft.com/api/production/2336/mo/808274/moa,http://data.memad.eu/fr2/8h00-le-journal/1ab1822076cd22cc9746daa743b2391a5cba7785,183.0,249.0,0
http://data.memad.eu/fr2/13-heures/2c506ee4e8d954c1d42961856229ad367d3d29f7,https://platform.limecraft.com/api/production/2336/mo/809947/moa,http://data.memad.eu/fr2/13-heures/42823bf4343834af976786b796bc15c7881bb601,1119.0,1202.0,0
http://data.memad.eu/fr2/13-heures/f0c2067e0351dd639fcdf0843e4fedf1886be320,https://platform.limecraft.com/api/production/2336/mo/810015/moa,http://data.memad.eu/fr2/13-heures/8cd4ed9984b369f0075470fd8165f0813f34251e,1583.0,1678.0,0
http://data.memad.eu/fr2/7h00-le-journal/e3249f5514898a31d7c23b8b114af1c13f9caf97,https://platform.limecraft.com/api/production/2336/mo/809425/moa,http://data.memad.eu/fr2/7h00-le-journal/58fb2156d600479af85a0a311640e0631a764d88,103.0,126.0,0
http://data.memad.eu/fr2/8h00-le-journal/92c68cd73e858dea2f7fb32ab94dc6b6d3dd0fbf,https://platform.limecraft.com/api/production/2336/mo/810000/moa,http://data.memad.eu/fr2/8h00-le-journal/725bd7172f93acff7d44eee0b0e886182bbbacc5,238.0,311.0,0
http://data.memad.eu/fr2/7h00-le-journal/a1233cfd569f0b8ea133b232973d330f8daf2a74,https://platform.limecraft.com/api/production/2336/mo/808269/moa,http://data.memad.eu/fr2/7h00-le-journal/9d0d58c90b583002226183fb9801e592593a928b,121.0,155.0,0
http://data.memad.eu/fr2/7h00-le-journal/fe90979128669dd71eb998894eaab781fc0f4a3d,https://platform.limecraft.com/api/production/2336/mo/808339/moa,http://data.memad.eu/fr2/7h00-le-journal/4060abdbf39238e45198cfe001241d25488b0ff7,492.0,555.0,0
http://data.memad.eu/fr2/13-heures/312f56e3ca31ea7ab20b540d127830a0ccf9d591,https://platform.limecraft.com/api/production/2336/mo/809452/moa,http://data.memad.eu/fr2/13-heures/2423f837b9749c0eae85f49ffbb894e9f3e6ead2,1048.0,1073.0,0
http://data.memad.eu/fr2/7h00-le-journal/fe90979128669dd71eb998894eaab781fc0f4a3d,https://platform.limecraft.com/api/production/2336/mo/808339/moa,http://data.memad.eu/fr2/7h00-le-journal/7a4104e41bac6ebd6e396fb581f153aa9a75240b,202.0,223.0,0
http://data.memad.eu/fr2/7h30-le-journal/4feee74ab78ec77d9d84fc2d831bfcdeb816c67c,https://platform.limecraft.com/api/production/2336/mo/809709/moa,http://data.memad.eu/fr2/7h30-le-journal/fe8a01d6f20db0adc70bab2bf83232247fa1c8c2,254.0,282.0,0
http://data.memad.eu/fr2/13-heures/3ac1dfecf3092bedab3ef74252ceb05f572d2269,https://platform.limecraft.com/api/production/2336/mo/809788/moa,http://data.memad.eu/fr2/13-heures/9eb17f3ccfbd871214e7a8dbc12e8ce24a8c7d1a,1311.0,1327.0,0
http://data.memad.eu/fr2/20-heures/68bd349849eaaeaa3986725f4b0533b63327e23b,https://platform.limecraft.com/api/production/2336/mo/809798/moa,http://data.memad.eu/fr2/20-heures/f7f9040681d94f67f69cf0ddb00dfa3bc763ca95,2185.0,2203.0,0
http://data.memad.eu/fr2/7h00-le-journal/e3249f5514898a31d7c23b8b114af1c13f9caf97,https://platform.limecraft.com/api/production/2336/mo/809425/moa,http://data.memad.eu/fr2/7h00-le-journal/6cf49b038ca21b2183877bfc5e68957e158d5076,311.0,364.0,0
http://data.memad.eu/fr2/20-heures/68bd349849eaaeaa3986725f4b0533b63327e23b,https://platform.limecraft.com/api/production/2336/mo/809798/moa,http://data.memad.eu/fr2/20-heures/74e4f86c6e57d6e1651b3792adb38f27516af0e1,563.0,631.0,0
http://data.memad.eu/fr2/13-heures/b8919ac070443f2b9482f3f577ea7af34c04e6f4,https://platform.limecraft.com/api/production/2336/mo/809017/moa,http://data.memad.eu/fr2/13-heures/d34bf70b326e2e38f446cefc0e7919caa512e295,1789.0,1883.0,0
http://data.memad.eu/fr2/8h00-le-journal/8552c7141c5aa671de62ad37ce82e2e8c06006aa,https://platform.limecraft.com/api/production/2336/mo/808996/moa,http://data.memad.eu/fr2/8h00-le-journal/1be89fed7322532767bdec4f044a4a3dcbe71159,5852.0,5911.0,0
http://data.memad.eu/fr2/8h00-le-journal/8552c7141c5aa671de62ad37ce82e2e8c06006aa,https://platform.limecraft.com/api/production/2336/mo/808996/moa,http://data.memad.eu/fr2/8h00-le-journal/bf615d2c78343167f7b690eec4ebaef92a7028af,5423.0,5441.0,0
http://data.memad.eu/fr2/13-heures/dd5bc1b8a44809fb736ac6fbbf21a257abaef046,https://platform.limecraft.com/api/production/2336/mo/809734/moa,http://data.memad.eu/fr2/13-heures/7f11baac1c64b9a503d9392e202b4a5915dc2b03,858.0,937.0,0
